club_id,club_name,city,state,country,address,timestamp_updated,distance,course_id,course_name,num_holes,has_gps,zip_code,lat,lng,geom
141520610924481000,Bay Harbor Golf Club,Bay Harbor,MI,USA,5800 Coastal Ridge Drive,2022-09-11 10:38:14,,012141520849689407536,Links + Quarry,18,t,48435,42.04975877724101,-116.83873149978642,0101000020E61000004B6DE2C6AD355DC03478E07E5E064540
141520610924481000,Bay Harbor Golf Club,Bay Harbor,MI,USA,5800 Coastal Ridge Drive,2022-09-11 10:38:14,,011141520849689407536,Links + Links,18,t,48435,25.185584166210386,-96.80402528570622,0101000020E6100000FAD07826753358C06F87A471822F3940
1337619174197660,Bay Pointe GC,West Bloomfield Twp,MI,USA,4001 Haggerty Road,2022-07-28 13:11:26,,0121337619174190609,18-hole course,18,t,48323,47.790426419749636,-123.40106851998995,0101000020E6100000F7334C1BABD95EC00A5C63B12CE54740
1182077452388,Bay Valley,Bay City,Mi,USA,2470 Old Bridge Road,2022-07-29 08:32:51,,0121257960836224,Bay Valley,18,t,48706,25.694969034447176,-95.65053123282902,0101000020E6100000BE81C04DA2E957C0EEAE9A7DE9B13940
1281730392935,BAYOU GOLF CLUB,Freeland,MI,USA,4600 N River Rd,2022-09-17 08:02:29,,0111281730392839,BAYOU GOLF CLUB,9,t,48623,37.92224789131991,-69.02391472822555,0101000020E6100000C6E7A3D1874151C012030A380CF64240
141520610924571000,Beacon Hill Golf Course,Commerce Township,MI,USA,6011 Majestic Oaks Dr,2022-08-02 08:08:50,,012141520849810184725,Beacon Hill,18,t,48382,42.11434771306547,-102.69087200159292,0101000020E61000001324333F37AC59C08AFE23F2A20E4540
141520610924656000,Beaver Creek Golf Links,Oakland,MI,USA,850 Stoney Creek Rd,2022-08-16 07:15:42,,012141520849856985738,Myth,18,t,48363,46.160128012623375,-122.73567976155235,0101000020E6100000920C916015AF5EC008B220137F144740
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,033141520849889295567,Irish + Irish,18,t,48182,42.23994796447171,-123.20253868927823,0101000020E6100000FBA7D564F6CC5EC0EA126A9DB61E4540
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,032141520849889295567,Irish + Wolverine,18,t,48182,44.429929426152114,-102.47138194937824,0101000020E61000004620321F2B9E59C0A8746CED07374640
141520610932084000,Copper Hills Golf Club,Oxford,MI,USA,2125 Lakeville Rd,2023-04-15 17:24:45,,0221338230758778794,Marsh + Marsh,18,t,48370,35.48476066749359,-69.54082478906821,0101000020E6100000807A93DF9C6251C0D4A236A30CBE4140
141520610932084000,Copper Hills Golf Club,Oxford,MI,USA,2125 Lakeville Rd,2023-04-15 17:24:45,,0211338230758778794,Marsh + Hills,18,t,48370,46.08949005949782,-94.65636505157417,0101000020E6100000E6AF8FE201AA57C01C6E0769740B4740
141520610932084000,Copper Hills Golf Club,Oxford,MI,USA,2125 Lakeville Rd,2023-04-15 17:24:45,,0131338230758778794,Hills + Jungle,18,t,48370,28.822935796200753,-107.6055900963668,0101000020E610000052ABF6FCC1E65AC0D4639BEBABD23C40
141520610932084000,Copper Hills Golf Club,Oxford,MI,USA,2125 Lakeville Rd,2023-04-15 17:24:45,,0121338230758778794,Hills + Marsh,18,t,48370,41.70367992552501,-120.53697054839719,0101000020E6100000FE11B8B95D225EC0A67D0D2F12DA4440
141520610932084000,Copper Hills Golf Club,Oxford,MI,USA,2125 Lakeville Rd,2023-04-15 17:24:45,,0111338230758778794,Hills + Hills,18,t,48370,45.33917476349146,-95.93103660605591,0101000020E6100000E5988F1A96FB57C0846922146AAB4640
141520610932179000,Copper Ridge Golf Club,Davison,MI,USA,8475 Atherton Rd,2023-01-30 10:04:34,,012141520853971289385,Copper Ridge,18,t,48423,48.00037534692787,-78.86611326746055,0101000020E6100000FC9757666EB753C0D263A34C0C004840
1692108962881770,Corunna Hills Golf Course,Corunna,MI,USA,1840 Cornell Road,2023-09-18 20:39:03,,0111692109246752626,9-hole course,9,f,48867,41.46934389330308,-83.94271965032394,0101000020E610000006DCCC8455FC54C03328F07513BC4440
141520610932279000,Country Club of Detroit,Grosse Pointe Farms,MI,USA,220 Country Club Dr,2023-03-23 13:41:56,,01214152085404870149,Regulation,18,t,48236,36.819735861780785,-122.08360504715944,0101000020E610000024D5FBC859855EC07ADACE1AED684240
141520610932279000,Country Club of Detroit,Grosse Pointe Farms,MI,USA,220 Country Club Dr,2023-03-23 13:41:56,,0111676614448959227,Par 3,9,t,48236,39.83510573050994,-120.76692358157348,0101000020E6100000EA58A54615315EC0069F9CBEE4EA4340
141520610932379000,Country Club of Jackson,Jackson,MI,USA,3135 Horton Rd,2023-04-18 12:47:01,,033141520854070109589,Woods + Woods,18,t,49203,46.108549197403434,-101.60698960842439,0101000020E6100000744CF1EAD86659C06A6DAAF0E40D4740
141520610932379000,Country Club of Jackson,Jackson,MI,USA,3135 Horton Rd,2023-04-18 12:47:01,,032141520854070109589,Woods + Pines,18,t,49203,38.65473287949841,-107.85383048819374,0101000020E6100000ABC7A128A5F65AC0E2877849CE534340
141520610936467000,Escanaba Country Club,Escanaba,MI,USA,1800 10Th Ave S,2023-05-31 14:24:52,,012141520856043788783,Escanaba,18,t,,32.770274686170154,-69.80700570322946,0101000020E610000096C33FFBA57351C0CC04655C98624040
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,031141520849889295567,Irish + Buckeye,18,t,48182,32.87850638376926,-115.70808325354196,0101000020E6100000B6336C3C51ED5CC0E0CEADE572704040
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,023141520849889295567,Wolverine + Irish,18,t,48182,44.75719868355353,-123.64405048530246,0101000020E610000035D6861F38E95EC0E537EFE2EB604640
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,022141520849889295567,Wolverine + Wolverine,18,t,48182,26.398221787202583,-81.09013133412898,0101000020E6100000721B37B6C44554C0FB96F0DCF1653A40
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,021141520849889295567,Wolverine + Buckeye,18,t,48182,46.756031342473264,-98.37566432437919,0101000020E6100000E2DE60E20A9858C03A5691A2C5604740
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,013141520849889295567,Buckeye + Irish,18,t,48182,38.07957367494837,-108.20487794015587,0101000020E61000000B295DB81C0D5BC04DC35D782F0A4340
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,012141520849889295567,Buckeye + Wolverine,18,t,48182,44.81898554071129,-72.73628294237935,0101000020E6100000CE877D421F2F52C03DA0A884D4684640
141520610924741000,Bedford Hills Golf Club,Temperance,MI,USA,6400 Jackman Rd,2022-10-08 08:34:31,,011141520849889295567,Buckeye + Buckeye,18,t,48182,35.69885990945751,-118.25634133620359,0101000020E6100000DFE67DE567905DC082CDD33D74D94140
141520610981485000,Bedford Valley Golf Course,Battle Creek,MI,USA,23161 Waubascon Road,2022-08-17 09:45:00,,012141520878232623239,Bedford Valley,18,t,49017,40.478059626455526,-69.49416215161293,0101000020E61000004E064A5AA05F51C00D95CE0E313D4440
141520610924845000,Beech Hollow Golf Course,Freeland,MI,USA,7494 Hospital Rd,2022-08-17 11:54:11,,012141520850026681042,Beech Hollow,18,t,48623,37.550084011604646,-106.76938754979554,0101000020E6100000921447A53DB15AC07DF2232769C64240
1192986974824,Begg Park Disc Golf Course,Springfield,MI,USA,53 Military Street,2023-09-18 14:38:20,,0121192986974824,18-hole course,18,f,49037,42.67730354909832,-73.41445875381733,0101000020E6100000ED4B027E865A52C0C76BF8E1B1564540
1276435031878,Bella Vista,Coldwater,MI,USA,608 One Straight Drive,2022-08-20 05:33:18,,0121498060358417258,18-hole course,18,t,49036,26.436082072479476,-89.98986261178317,0101000020E61000001449B6E8597F56C0D7AB1F13A36F3A40
1588203106522230,Bellaire Centennial Golf Club,Bellaire,MI,USA,3388 West Eddy School Road,2023-09-20 20:56:51,,0121588203106522234,18-hole course,18,f,49615,25.90438889236041,-76.99688167244584,0101000020E6100000BF48C9E8CC3F53C0BA8DCB0786E73940
