club_ID,club_Name,city,state,country,Address,timestamp_Updated,distance,course_ID,course_Name,num_Holes,has_GPS
1.53E+15,R&S Sharf Golf Course,Rochester,MI,USA,492 Golf View Lane,9/20/2023 15:36,,1.22E+17,R&S Sharf golf course,18,0
1.26E+12,Rackham Golf Course,Huntington Woods,Mi,USA,10100 W. 10 Mile Road,4/14/2021 16:19,,1.21E+14,18-hole course,18,1
1.26E+12,Rackham Golf Course,Huntington Woods,Mi,USA,10100 W. 10 Mile Road,4/14/2021 16:19,,1.21E+16,Rackham,18,0
1.42E+17,Radrick Farms Golf Club,Ann Arbor,MI,USA,4875 Geddes Rd,4/14/2021 16:19,,1.21E+19,Radrick Farms,18,1
1.42E+17,Railside Golf Club,Byron Center,MI,USA,2500 76Th St Sw,4/14/2021 16:19,,1.21E+19,Railside,18,0
1.42E+17,Raisin River Golf Club,Monroe,MI,USA,1500 N Dixie Hwy,4/14/2021 16:19,,1.21E+14,18-hole course,18,1
1.42E+17,Raisin River Golf Club,Monroe,MI,USA,1500 N Dixie Hwy,4/14/2021 16:19,,1.21E+19,East,18,0
1.42E+17,Raisin River Golf Club,Monroe,MI,USA,1500 N Dixie Hwy,4/14/2021 16:19,,1.21E+18,West,18,0
1.42E+17,Raisin Valley Golf Club ,Tecumseh,MI,USA,4057 Comfort Rd,8/3/2021 1:52,,1.21E+19,Raisin Valley ,18,1
1.42E+17,Rammler Golf Club,Sterling Heights,MI,USA,38180 Utica Rd,4/14/2021 16:19,,1.11E+18,Par 3,9,0
1.42E+17,Rammler Golf Club,Sterling Heights,MI,USA,38180 Utica Rd,4/14/2021 16:19,,1.21E+19,Regulation,18,0
1.42E+17,Ramshorn Country Club,Fremont,MI,USA,1100 Ramshorn Dr,4/14/2021 16:19,,1.21E+19,Waters Edge,18,0
1.42E+17,Rattle Run Golf Course,East China,MI,USA,7163 Saint Clair Hwy,4/14/2021 16:19,,1.21E+19,Rattle Run,18,0
1.42E+17,Ravenna Golf Course,Ravenna,MI,USA,11566 Ravenna Heights Rd,4/14/2021 16:20,,1.21E+18,Ravenna Creeks,18,0
1.42E+17,Ravines Golf Club,Saugatuck,MI,USA,3520 Palmer Drive,4/14/2021 16:19,,1.21E+19,Ravines,18,0
1.42E+17,Red Arrow Golf Course,Kalamazoo,MI,USA,1041 King Highway,4/14/2021 16:19,,1.11E+19,Red Arrow,9,0
1.42E+17,Red Fox Run Golf Course,Gwinn,MI,USA,217 5Th St,4/14/2021 16:19,,1.21E+19,Red Fox Run,18,0
1.42E+17,Red Hawk Golf Club,East Tawas,MI,USA,350 W Davison Rd,4/14/2021 16:19,,1.21E+19,Red Hawk,18,0
1.42E+17,Red Run Golf Club,Royal Oak,MI,USA,2036 Rochester Rd,4/14/2021 16:19,,1.21E+19,Red Run,18,0
1.42E+17,Reddeman Farms Golf Club,Chelsea,MI,USA,555 S Dancer Rd,4/14/2021 16:19,,1.21E+14,18-hole course,18,0
1.42E+17,Reddeman Farms Golf Club,Chelsea,MI,USA,555 S Dancer Rd,4/14/2021 16:19,,1.21E+19,Reddeman Farms,18,0
1.45E+15,Redwood golf course,Roscommon,MI,USA,4345 Redwood Rd.,4/14/2021 16:19,,1.21E+17,18-hole course,18,0
1.42E+17,Richmond Forest Golf Course,Richmond,MI,USA,32 Mile Rd,9/29/2021 0:18,,1.21E+14,18-hole course,18,0
1.42E+17,Ridge View Golf Course,Kalamazoo,MI,USA,10360 W Main St,4/14/2021 16:19,,1.21E+19,Ridge View,18,0
1.56E+15,Ridgeview Golf Course,Kalamazoo,MI,USA,10360 West Main Street,9/20/2023 15:56,,1.22E+17,Ridgeview Golf Course,18,0
1.42E+17,River Bank Golf Club,South Lyon,MI,USA,20495 Currie Rd,4/14/2021 16:19,,1.21E+19,River Bank,18,0
1.42E+17,Riverside Country Club,Menominee,MI,USA,3001 14Th Ave,4/14/2021 16:19,,1.21E+19,Riverside,18,0
1.42E+17,Riverside Country Club,Battle Creek,MI,USA,245 E Columbia,4/14/2021 16:19,,1.21E+17,18-hole course,18,0
1.42E+17,Riverside Country Club,Battle Creek,MI,USA,245 E Columbia,4/14/2021 16:19,,1.21E+18,Riverside,18,0
1.42E+17,Riverview Highlands Golf Club,Riverview,MI,USA,15015 Sibley Rd,4/14/2021 16:19,,1.21E+19,Blue/Gold,18,0
1.42E+17,Riverview Highlands Golf Club,Riverview,MI,USA,15015 Sibley Rd,4/14/2021 16:19,,1.21E+19,Gold/Red,18,0
1.42E+17,Riverview Highlands Golf Club,Riverview,MI,USA,15015 Sibley Rd,4/14/2021 16:19,,1.21E+18,Red/Blue,18,0
1.42E+17,Riverwood Resort,Mt. Pleasant,MI,USA,1313 E Broomfield Rd,4/14/2021 16:19,,1.11E+19,Blue 9,9,0
1.42E+17,Riverwood Resort,Mt. Pleasant,MI,USA,1313 E Broomfield Rd,4/14/2021 16:19,,1.21E+19,White/Red,18,0
1.42E+17,Rochester Hills Golf Course,Rochester Hills,MI,USA,655 Michelson Rd,4/14/2021 16:19,,1.21E+18,18-hole course,18,0
1.42E+17,Rogell Golf Course,Detroit,MI,USA,18601 Berg Rd,4/14/2021 16:19,,1.21E+19,Rogell,18,0
1.42E+17,Rogers City Country Club,Rogers City,MI,USA,4796 Golf Course Rd,4/14/2021 16:19,,1.21E+19,Rogers City,18,0
1.42E+17,Rogue River Golf Course,Sparta,MI,USA,12994 Paine Ave,4/14/2021 16:19,,1.21E+18,Rogue River,18,0
1.42E+17,Rolling Hills Golf Course,Cass City,MI,USA,6586 Milligan Road,4/14/2021 16:19,,1.11E+19,Rolling Hills,9,0
1.42E+17,Rolling Hills Golf Course,Lapeer,MI,USA,3274 Davison Rd,4/14/2021 16:19,,1.21E+19,Rolling Hills,18,0
1.42E+17,Rolling Hills Golf Course - Ionia,Ionia,MI,USA,1431 Kelsey Highway,4/14/2021 16:19,,1.11E+19,Rolling Hills Estates,9,0
1.42E+17,Rolling Meadows Country Club,Whitmore Lake,MI,USA,6484 Sutton Rd,4/14/2021 16:19,,1.21E+19,Rolling Meadows,18,0
1.42E+17,Romeo Golf & Country Club,Washington,MI,USA,14600 E 32 Mile Rd,4/14/2021 16:19,,1.21E+19,North,18,0
1.42E+17,Romeo Golf & Country Club,Washington,MI,USA,14600 E 32 Mile Rd,4/14/2021 16:19,,1.21E+19,South,18,0
1.42E+17,Rouge Park Golf Course,Detroit,MI,USA,11701 Burt Rd,4/14/2021 16:19,,1.21E+19,Rouge Park,18,0
1.42E+17,Royal Oak Golf Club,Royal Oak,MI,USA,3417 Don Soper Dr,4/14/2021 16:19,,1.11E+17,Royal Oak,9,0
1.42E+17,Royal Scot Golf Club ,Lansing,MI,USA,4722 W Grand River Ave,4/14/2021 16:19,,1.21E+19,1~9/10~18,18,0
1.42E+17,Royal Scot Golf Club ,Lansing,MI,USA,4722 W Grand River Ave,4/14/2021 16:19,,1.11E+19,19~27,9,0
1.42E+17,Rush Lake Hills Golf Club,Pinckney,MI,USA,3199 Rush Lake Rd,4/14/2021 16:19,,1.21E+19,Rush Lake Hills,18,0
1.42E+17,Rustic Glen Golf Course,Saline,MI,USA,12090 W Michigan Ave,4/14/2021 16:20,,1.21E+19,Rustic Glen,18,1
1.60E+15,Sage Run Golf Course,Bark River,MI,USA,W1824 County Road 400,9/20/2023 16:53,,1.22E+17,18-hole course,18,0
1.42E+17,Saginaw Country Club,Saginaw,MI,USA,4465 Gratiot Rd,4/14/2021 16:19,,1.21E+19,Saginaw,18,0
1.56E+15,Saginaw Valley Public Golf Course,Bay City,MI,USA,7255 3 Mile Road,9/20/2023 16:56,,1.22E+17,Saginaw Valley,18,0
1.42E+17,Salem Hills Golf Club,Northville,MI,USA,8810 W 6 Mile Rd,4/14/2021 16:19,,1.21E+14,18-hole course,18,0
1.42E+17,Salem Hills Golf Club,Northville,MI,USA,8810 W 6 Mile Rd,4/14/2021 16:19,,1.21E+19,Salem Hills,18,0
1.42E+17,Salt River Golf Course,New Baltimore,MI,USA,33633 23 Mile Rd,4/14/2021 16:19,,1.21E+19,Salt River,18,0
1.42E+17,Sanctuary Lake Golf Course,Troy,MI,USA,1450 East South Boulevard,4/14/2021 16:19,,1.21E+19,Sanctuary Lake,18,0
1.12E+12,Sand Creek Golf,Marne,MI,USA,1831 Johnson Street,9/20/2023 18:11,,1.21E+14,18-hole course,18,0
1.42E+17,Sandy Creek Golf Club,Monroe,MI,USA,3177 Heiss Rd,4/14/2021 16:19,,1.21E+19,Sandy Creek,18,0
1.42E+17,Sandy Ridge Golf Course,Midland,MI,USA,2750 W Lauria Rd,4/14/2021 16:19,,1.21E+19,Sandy Ridge,18,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.11E+19,3 Hole,9,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.11E+19,Blue,9,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.21E+19,Blue/White,18,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.11E+17,Gold,9,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.21E+19,Gold/Red,18,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.11E+19,Red,9,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.21E+18,Red/Blue,18,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.12E+17,Silver,9,0
1.42E+17,Saskatoon Golf Club,Alto,MI,USA,9038 92Nd St,4/14/2024 11:18,,1.11E+19,White,9,0
1.42E+17,Sauganash Country Club,Three Rivers,MI,USA,616270 Lutz Rd,4/14/2021 16:19,,1.21E+19,Sauganash,18,1
1.42E+17,Sault Ste Marie Country Club,Sault Ste Marie,MI,USA,1520 Riverside Dr,4/14/2021 16:19,,1.21E+14,18-hole course,18,0
1.42E+17,Scenic Golf & Country Club,Pigeon,MI,USA,8364 Fillion Rd,4/14/2021 16:19,,1.21E+19,Scenic,18,0
1.42E+17,Scott Lake Country Club,Comstock Park,MI,USA,911 Hayes Rd Ne,4/14/2021 16:19,,1.11E+19,Gold,9,0
1.42E+17,Scott Lake Country Club,Comstock Park,MI,USA,911 Hayes Rd Ne,4/14/2021 16:19,,1.21E+19,Gold/Red,18,0
1.42E+17,Scott Lake Country Club,Comstock Park,MI,USA,911 Hayes Rd Ne,4/14/2021 16:19,,1.21E+19,Gold/White,18,0
1.42E+17,Scott Lake Country Club,Comstock Park,MI,USA,911 Hayes Rd Ne,4/14/2021 16:19,,1.11E+19,Red,9,0
1.42E+17,Scott Lake Country Club,Comstock Park,MI,USA,911 Hayes Rd Ne,4/14/2021 16:19,,1.21E+19,Red/White,18,0
1.42E+17,Scott Lake Country Club,Comstock Park,MI,USA,911 Hayes Rd Ne,4/14/2021 16:19,,1.11E+19,White,9,0
1.42E+17,Selfridge Golf Course,Harrison Township,MI,USA,Bldg 599 Selfridge Ang Base,4/14/2021 16:19,,1.21E+14,18-hole course,18,0
1.42E+17,Selfridge Golf Course,Harrison Township,MI,USA,Bldg 599 Selfridge Ang Base,4/14/2021 16:19,,1.21E+19,Selfridge,18,0
1.42E+17,Selfridge Golf Course,Harrison Township,MI,USA,Bldg 599 Selfridge Ang Base,4/14/2021 16:19,,1.21E+14,Selfridge Golf Course,18,0
1.42E+17,Shamrock Hills Golf Course,Gobles,MI,USA,31071 County Rd 390,4/14/2021 16:19,,1.21E+19,Shamrock Hills,18,0
1.42E+17,Shanty Creek Golf Club ,Bellaire,MI,USA,*One Shanty Creek Rd,9/10/2023 22:49,,1.21E+19,Cedar River ,18,0
1.42E+17,Shanty Creek Golf Club ,Bellaire,MI,USA,*One Shanty Creek Rd,9/10/2023 22:49,,1.21E+19,Hawks Eye,18,1
1.42E+17,Shanty Creek Golf Club ,Bellaire,MI,USA,*One Shanty Creek Rd,9/10/2023 22:49,,1.21E+19,Legend ,18,0
1.42E+17,Shanty Creek Golf Club ,Bellaire,MI,USA,*One Shanty Creek Rd,9/10/2023 22:49,,1.21E+19,Schuss Mountain ,18,1
1.42E+17,Shanty Creek Golf Club ,Bellaire,MI,USA,*One Shanty Creek Rd,9/10/2023 22:49,,1.21E+17,The Summit ,18,1
1.42E+17,Sharp Park Golf Course,Jackson,MI,USA,2800 4Th St,4/14/2021 16:19,,1.21E+19,Sharp Park,18,0
1.42E+17,Shenandoah Golf Course,West Bloomfield,MI,USA,5600 Walnut Lake Rd,4/14/2021 16:19,,1.21E+19,Shenandoah,18,0
1.42E+17,Shepherds Hollow Golf Club,Clarkston,MI,USA,9085 Big Lake Rd,4/14/2021 16:19,,1.21E+18,18-Jan,18,0
1.42E+17,Shepherds Hollow Golf Club,Clarkston,MI,USA,9085 Big Lake Rd,4/14/2021 16:19,,1.21E+19,27-Oct,18,0
1.42E+17,Shepherds Hollow Golf Club,Clarkston,MI,USA,9085 Big Lake Rd,4/14/2021 16:19,,1.21E+19,19-9,18,0
1.58E+15,Signal Point Club,Niles,MI,USA,1475 West River Road,9/20/2023 18:50,,1.22E+17,Signal Point by Blackthorn ,18,0
1.42E+17,Silver Lake Country Club,Rockford,MI,USA,7901 Greenbrier Cir Ne,4/14/2021 16:19,,1.21E+19,Silver Lake,18,0
1.47E+15,Silver Lake Golf Club,Waterford Township,MI,USA,2602 West Walton Boulevard,9/20/2023 18:55,,1.11E+17,silver lake,9,0
1.42E+17,Singing Bridge Golf Course,Tawas City,MI,USA,1920 Noble Rd,4/14/2021 16:19,,1.21E+19,Singing Bridge,18,0
1.42E+17,Snow Snake Ski & Golf,Harrison,MI,USA,3407 E Mansiding Rd,4/14/2021 16:19,,1.21E+19,Snow Snake,18,0
1.42E+17,Solitude Links Golf,Kimball,MI,USA,5810 Flinchbaugh Rd,9/15/2021 1:17,,1.22E+17,18-hole course,18,0
1.42E+17,Solitude Links Golf,Kimball,MI,USA,5810 Flinchbaugh Rd,9/15/2021 1:17,,1.21E+14,Fore Lakes GC,18,1
1.42E+17,South Haven Country Club,South Haven,MI,USA,397 Adams Rd,4/14/2021 16:19,,1.21E+19,South Haven,18,0
1.42E+17,Southgate Municipal Golf Club,Southgate,MI,USA,14600 Reaume Pkwy,4/14/2021 16:19,,1.21E+19,Southgate Municipal,18,0
1.42E+17,Southmoor Golf Course,Burton,MI,USA,G-4312 S Dort Hwy,4/14/2021 16:19,,1.21E+19,Southmoor,18,0
1.40E+15,Southmoore Golf Course,Burton,mi,USA,G-4312 S Dort Hwy,4/14/2021 16:19,,1.21E+17,Southmoore Golf Course,18,0
1.42E+17,Spring Lake Country Club,Spring Lake,MI,USA,17496 Fruitport Rd,4/14/2021 16:19,,1.21E+19,Spring Lake,18,1
1.42E+17,Spring Meadows Country Club,Linden,MI,USA,1129 Ripley Rd,4/14/2021 16:19,,1.21E+19,Spring Meadows,18,0
1.42E+17,Spring Valley Golf Course,Hersey,MI,USA,18396 W Us 10,4/14/2021 16:19,,1.11E+19,Spring Valley,9,0
1.42E+17,Spring Valley Golf Course,Kawkawlin,MI,USA,2635 E Beaver Rd,4/14/2021 16:19,,1.21E+19,Beeches,18,0
1.59E+15,Springbrook Golf Club,Walloon Lake ,MI,USA,6151 Springvale Rd.,4/14/2021 16:20,,1.22E+17,18-hole course,18,1
1.42E+17,Springbrook Golf Course,Boyne Falls,MI,USA,6151 Springvale Road,10/17/2024 21:02,,1.21E+19,18-hole course,18,1
1.73E+15,Springdale Golf Course,Bloomfield Hills,MI,USA,316 Strathmore Road,12/6/2024 15:16,,1.11E+19,9-hole course,9,0
1.42E+17,Springfield Oaks Golf Course,Davisburg,MI,USA,12450 Andersonville Rd,4/14/2021 16:19,,1.21E+19,Springfield Oaks,18,0
1.42E+17,Spruce Ridge Golf Club,Dowagiac,MI,USA,26831 Dutch Settlement Rd,4/14/2021 16:19,,1.21E+19,Spruce Ridge,18,0
1.69E+15,Squirrel Hollow Golf Course,Battle Creek,MI,USA,12111 Helmer Road South,9/20/2023 19:23,,1.22E+17,18-hole course,18,0
1.42E+17,St Clair River Country Club,St. Clair,MI,USA,1714 N River Rd,4/14/2021 16:19,,1.21E+19,St Clair River,18,0
1.42E+17,St Clair Shores Country Club,St. Clair Shores,MI,USA,22185 Masonic Blvd,4/14/2021 16:19,,1.21E+14,18-hole course,18,0
1.42E+17,St Ignace Golf & Country Club,St. Ignace,MI,USA,West Us 2,4/14/2021 16:19,,1.11E+19,St Ignace,9,0
1.42E+17,St Joe Valley Golf Club,Sturgis,MI,USA,24953 M-86,4/14/2021 16:19,,1.21E+19,St Joe Valley,18,1
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,1.11E+19,Luke + Luke,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,1.21E+19,Luke + Matthew,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,1.31E+19,Luke + Mark,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,2.11E+19,Matthew + Luke,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,2.21E+19,Matthew + Matthew,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,2.31E+19,Matthew + Mark,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,3.11E+19,Mark + Luke,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,3.21E+19,Mark + Matthew,18,0
1.42E+17,St Johns Golf & Conference Center,Plymouth,MI,USA,44115 Five Mile Rd,8/10/2023 22:00,,3.31E+19,Mark + Mark,18,0
1.54E+15,St. Clair Golf Club,Saint Clair,MI,USA,1714 River Road,9/20/2023 19:24,,1.22E+17,St. Clair Golf Club,18,0
1.42E+17,States Golf Course,Vicksburg,MI,USA,20 E W Ave,4/14/2021 16:19,,1.21E+19,States,18,0
1.57E+15,Stoatin Brae Golf Club,Augusta,MI,USA,15579 East Augusta Drive,9/20/2023 19:41,,1.22E+17,18-hole course,18,0
1.42E+17,Stonebridge Golf Club,Ann Arbor,MI,USA,1955 Stonebridge Dr S,9/6/2022 19:35,,1.21E+19,Stonebridge,18,1
1.42E+17,Stonegate Golf Club,Twin Lake,MI,USA,4100 Sweeter Rd,4/14/2021 16:19,,1.21E+18,Stonegate,18,0
1.42E+17,Stonehedge Golf Club,Augusta,MI,USA,15530 East M-89,4/14/2021 16:19,,1.21E+19,North,18,0
1.42E+17,Stonehedge Golf Club,Augusta,MI,USA,15530 East M-89,4/14/2021 16:19,,1.21E+19,South,18,0
1.42E+17,Stoney Links Golf Club,Onaway,MI,USA,19011 E M-68 Hwy,4/14/2021 16:19,,1.21E+19,Stoney,18,0
1.42E+17,Stony Creek Golf Course,Shelby Township,MI,USA,5140 Main Park Way,4/14/2021 16:19,,1.21E+19,Stony Creek,18,0
1.42E+17,Sugar Loaf Mountain Resort ,Cedar,MI,USA,4512 S Townline Rd,4/14/2021 16:19,,1.21E+19,Old,18,0
1.42E+17,Sugar Springs Golf Course,Gladwin,MI,USA,1930 W Sugar River Rd,4/14/2021 16:19,,1.21E+19,Sugar Springs,18,0
1.42E+17,Sugarbush Golf Club,Davison,MI,USA,One Sugarbush Dr,4/14/2021 16:19,,1.21E+14,18-hole course,18,0
1.42E+17,Sugarbush Golf Club,Davison,MI,USA,One Sugarbush Dr,4/14/2021 16:19,,1.21E+19,Sugarbush,18,1
1.42E+17,Sunnybrook Country Club,Grandville,MI,USA,624 Port Sheldon Rd Sw,4/14/2021 16:19,,1.21E+19,Sunnybrook,18,0
1.42E+17,Sunnybrook Golf Club,Sterling Heights,MI,USA,7191 17 Mile Rd,4/14/2021 16:19,,1.11E+19,Green,9,0
1.42E+17,Sunnybrook Golf Club,Sterling Heights,MI,USA,7191 17 Mile Rd,4/14/2021 16:19,,1.11E+19,Orange,9,0
1.42E+17,Sunnybrook Golf Club,Sterling Heights,MI,USA,7191 17 Mile Rd,4/14/2021 16:19,,1.11E+19,Red,9,0
1.42E+17,Swan Valley Golf Course,Saginaw,MI,USA,9521 Highland Green Dr,4/14/2021 16:19,,1.21E+19,Swan Valley,18,0
1.42E+17,Swartz Creek Golf Club,Flint,MI,USA,1902 Hammerberg Rd,4/14/2021 16:19,,1.21E+19,Eighteen,18,0
1.60E+15,Sweetgrass Golf Club,Harris,MI,USA,W399 Hwy 2,4/14/2021 16:20,,1.22E+17,18-hole course,18,1
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,1.11E+19,North + North,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,1.21E+19,North + West,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,1.31E+19,North + South,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,2.11E+19,West + North,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,2.21E+19,West + West,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,2.31E+19,West + South,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,3.11E+19,South + North,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,3.21E+19,South + West,18,0
1.42E+17,Sycamore Hills Golf Club,Macomb,MI,USA,48787 N Ave,9/20/2023 20:18,,3.31E+19,South + South,18,0
1.42E+17,Sylvan Glen Municipal Golf Club,Troy,MI,USA,5725 Rochester Rd,4/14/2021 16:19,,1.21E+19,Sylvan Glen,18,0
1.42E+17,Tam O Shanter Country Club,West Bloomfield,MI,USA,5051 Orchard Lake Rd,4/14/2021 16:19,,1.21E+19,Tam-O-Shanter,18,0
1.34E+15,Tanglewood Golf Course,Sault Ste. Marie,MI,USA,2600 W. 16Th Avenue,4/14/2021 16:19,,1.21E+17,18-hole course,18,0
1.42E+17,Tanglewood The Lion,South Lyon,MI,USA,53503 W Ten Mile Rd,4/14/2021 16:19,,1.11E+19,North,9,0
1.42E+17,Tanglewood The Lion,South Lyon,MI,USA,53503 W Ten Mile Rd,4/14/2021 16:19,,1.21E+14,North/SoutH,18,0
1.42E+17,Tanglewood The Lion,South Lyon,MI,USA,53503 W Ten Mile Rd,4/14/2021 16:19,,1.11E+19,South,9,0
1.42E+17,Tanglewood The Lion,South Lyon,MI,USA,53503 W Ten Mile Rd,4/14/2021 16:19,,1.21E+14,South/West,18,0
1.42E+17,Tanglewood The Lion,South Lyon,MI,USA,53503 W Ten Mile Rd,4/14/2021 16:19,,1.11E+19,West,9,0
1.42E+17,Tanglewood The Lion,South Lyon,MI,USA,53503 W Ten Mile Rd,4/14/2021 16:19,,1.21E+14,West/North,18,0
1.42E+17,Tawas Creek Golf Club,Tawas City,MI,USA,1022 Monument Rd,4/14/2021 16:19,,1.21E+19,Tawas Creek,18,0
1.42E+17,Taylor Meadows Golf Club,Taylor,MI,USA,25360 Ecorse Rd,4/14/2021 16:19,,1.21E+19,Taylor Meadows,18,0
1.42E+17,Tecumseh Country Club,Tecumseh,MI,USA,5200 Milwaukee Rd,4/14/2021 16:19,,1.21E+19,Hantz,18,0
1.42E+17,Terra Verde Golf Course,Nunica,MI,USA,11741 W Leonard Rd,4/14/2021 16:19,,1.21E+19,Terra Verde,18,0
1.42E+17,Terrace Bluff Golf Club,Gladstone,MI,USA,7527 Lake Bluff Rd,2/15/2023 8:44,,1.21E+19,18-hole course,18,0
1.32E+12,The Beeches Golf Club,South Haven,MI,USA,09601 68Th Street,4/14/2021 16:19,,1.21E+14,Beeches Golf Club,18,1
1.50E+15,The Chief,Bellaire,MI,USA,5085 Shanty Creek Rd.,4/14/2021 16:20,,1.22E+17,The Chief,18,1
1.42E+17,The Club at Lochenheath ,Williamsburg,MI,USA,7951 Turnberry Cr,4/14/2021 16:19,,1.21E+19,Lochenheath ,18,0
1.42E+17,The Colonial Golf Course,Hart,MI,USA,2763 N 72Nd Ave,4/14/2021 16:19,,1.21E+19,The Colonial,18,0
1.62E+15,The Crown Golf Club,Traverse City,MI,USA,2430 West Crown Dr.,10/9/2021 21:54,,1.22E+17,18-hole course,18,1
1.42E+17,The Dream Golf Course,West Branch,MI,USA,5266 Old 76 Hwy,4/14/2021 16:19,,1.21E+19,The Dream,18,0
1.42E+17,The Emerald at Maple Creek,St. Johns,MI,USA,8103 N Us Hwy 27,4/14/2021 16:19,,1.21E+19,18-hole course,18,0
1.44E+15,The Falls at Barber Creek,Kent City,MI,USA,16030 Barber Creek,4/14/2021 16:20,,1.21E+17,The Falls of Barber Creek,18,0
1.42E+17,The Farm Golf Club,Bellaire,MI,USA,3388 Eddy School Rd,4/14/2021 16:19,,1.21E+19,The Farm,18,0
1.42E+17,The Fortress,Frankenmuth,MI,USA,950 Flint St,9/11/2023 20:39,,1.21E+14,18-hole course,18,1
1.42E+17,The Fortress,Frankenmuth,MI,USA,950 Flint St,9/11/2023 20:39,,1.21E+19,The Fortress,18,1
1.42E+17,The Grande Golf Club,Jackson,MI,USA,1579 Floyd Ave,4/14/2021 16:19,,1.21E+19,The Grande,18,0
1.42E+17,The Highlands,Grand Rapids,MI,USA,2715 Leonard St Nw,4/14/2021 16:19,,1.21E+19,The Highlands,18,0
1.42E+17,The Jackal Golf Club at Mt Brighton,Brighton,MI,USA,4141 Bauer Rd,4/14/2021 16:19,,1.21E+19,18-hole course,18,0
1.42E+17,The Jewel of Grand Blanc,Grand Blanc,MI,USA,5270 Perry Rd,4/14/2021 16:19,,1.21E+19,Diamond (North),18,0
1.42E+17,The Jewel of Grand Blanc,Grand Blanc,MI,USA,5270 Perry Rd,4/14/2021 16:19,,1.21E+14,Jewel,18,0
1.42E+17,The Jewel of Grand Blanc,Grand Blanc,MI,USA,5270 Perry Rd,4/14/2021 16:19,,1.21E+19,Onyx (South),18,0
1.42E+17,The Legacy Golf Club,Ottawa Lake,MI,USA,7677 Us 223,4/14/2021 16:19,,1.21E+19,The Legacy,18,1
1.42E+17,The Links at Bowen Lake,Gowen,MI,USA,12990 Bradshaw Rd,4/14/2021 16:20,,1.21E+19,Bowen Lake,18,0
1.42E+17,The Links at Crystal Lake,Pontiac,MI,USA,800 Golf Dr,5/16/2022 12:19,,1.21E+19,Pontiac Municipal,18,0
1.53E+15,The Links at Cyrstal Lake,Pontiac,MI,USA,800 Golf Drive,4/14/2021 16:20,,1.22E+17,The Links at Cyrstal Lake,18,0
1.42E+17,The Links at Novi,Novi,MI,USA,50395 W 10 Mile Rd,4/14/2021 16:19,,1.21E+18,East/South,18,0
1.42E+17,The Links at Novi,Novi,MI,USA,50395 W 10 Mile Rd,4/14/2021 16:19,,1.21E+19,South/West,18,0
1.42E+17,The Links at Novi,Novi,MI,USA,50395 W 10 Mile Rd,4/14/2021 16:19,,1.21E+19,West/East,18,0
1.44E+15,The Links at Rolling Meadows,Holland,MI,USA,380 W 48Th Street,4/14/2021 16:19,,1.11E+17,The Links at Rolling Meadows,9,0
