"club_id","club_name","city","state","country","address","timestamp_updated","distance","course_id","course_name","num_holes","has_gps","zip_code","lat","lng"
"141520610928899000","Candlestone Inn Golf & Resort","Belding","MI","USA","8100 N Storey Rd","2022-10-22 09:22:27",NULL,"012141520852536435817","Candlestone Inn",18,True,"48809",NULL,NULL
"141520610928994000","Captains Club at Woodfield","Grand Blanc","MI","USA","1000 Woodfield Dr","2022-10-28 14:39:59",NULL,"012141520852570086922","Captains",18,True,"48439",NULL,NULL
"141520610929078000","Carleton Glen Golf Club","Carleton","MI","USA","13470 Grafton Rd","2022-11-01 05:12:02",NULL,"01214152085264292326","Carleton Glen",18,True,"48117",NULL,NULL
"141520610929178000","Carrington Golf Club","Monroe","MI","USA","911 St James Park Ave","2022-11-03 07:00:08",NULL,"012141520852637503878","Carrington",18,True,"48161",NULL,NULL
"141520610952546000","Castle Creek Golf Club","Lum","MI","USA","5191 Lum Rd","2022-11-05 09:21:51",NULL,"012141520864213891334","18-hole course",18,True,"48412",NULL,NULL
"141520610929453000","Cattails Golf Club","South Lyon","MI","USA","57737 W 9 Mile Rd","2022-11-09 03:27:54",NULL,"012141520852813671872","Cattails",18,True,"48178",NULL,NULL
"141520610929648000","Cedar Creek Golf Course","Battle Creek","MI","USA","14000 Renton Rd","2022-11-10 05:40:17",NULL,"012141520852877830011","Cedar Creek",18,True,"49015",NULL,NULL
"141520610929738000","Cedar Farms Golf Club ","Battle Creek","MI","USA","12111 S Helmer Rd","2022-11-10 09:53:12",NULL,"012141520852910098965","Cedar Farm",18,True,"49015",NULL,NULL
"141520610929842000","Cedar Glen Golf Club","New Baltimore","MI","USA","36860 Twenty Five Mile Rd","2023-01-10 08:59:20",NULL,"012141520852941925453","Cedar Glen",18,True,"48047",NULL,NULL
"141520610929942000","Cedar Valley Golf Course","Comins","MI","USA","3757 N Weaver Rd","2022-11-12 10:30:42",NULL,"012141520852973836388","Cedar Valley",18,True,"48619",NULL,NULL
